times,I1,I2
310.0,5.3594336389741389e-06,7.6528628683700378e-06
311.0,5.3979069969683475e-06,7.6248688968153839e-06
312.0,5.4386059222122419e-06,7.5996153584542892e-06
313.0,5.4815642219149166e-06,7.5770603088395471e-06
314.0,5.5268177452073677e-06,7.5571644078787302e-06
315.0,5.5744044105459814e-06,7.5398908337328755e-06
316.0,5.6243642348906674e-06,7.5252052005582114e-06
317.0,5.6767393646353487e-06,7.5130754798940871e-06
318.0,5.7315741082681291e-06,7.503471925508384e-06
319.0,5.7889149707378416e-06,7.4963670015193752e-06
320.0,5.8488106895029393e-06,7.4917353136202198e-06
321.0,5.9113122722377326e-06,7.4895535432391733e-06
322.0,5.9764730361698423e-06,7.4898003844750461e-06
323.0,6.044348649021394e-06,7.4924564836535626e-06
324.0,6.1149971715249698e-06,7.497504381356071e-06
325.0,6.1884791014835741e-06,7.5049284567774676e-06
326.0,6.2648574193419884e-06,7.5147148742753922e-06
327.0,6.3441976352346927e-06,7.5268515319775687e-06
328.0,6.4265678374731853e-06,7.5413280123188093e-06
329.0,6.5120387424330098e-06,7.5581355343834536e-06
330.0,6.6006837457979236e-06,7.5772669079331946e-06
331.0,6.6925789751156782e-06,7.5987164890040113e-06
332.0,6.7878033436166277e-06,7.6224801369596733e-06
333.0,6.8864386052428782e-06,7.6485551728926452e-06
334.0,6.9885694108320058e-06,7.676940339266535e-06
335.0,7.0942833653954091e-06,7.7076357606973265e-06
336.0,7.2036710864271821e-06,7.74064290577352e-06
337.0,7.316826263174964e-06,7.7759645498181354e-06
338.0,7.433845716799556e-06,7.8136047384981825e-06
339.0,7.5548294613452075e-06,7.8535687521896717e-06
340.0,7.6798807654373175e-06,7.8958630710087275e-06
341.0,7.8091062146188933e-06,7.9404953404216395e-06
342.0,7.9426157742315515e-06,7.9874743373488994e-06
343.0,8.0805228527409313e-06,8.0368099366804583e-06
344.0,8.2229443654003734e-06,8.0885130781215144e-06
345.0,8.3700007981403449e-06,8.1425957332901226e-06
346.0,8.5218162715646675e-06,8.1990708729899759e-06
347.0,8.6785186049277977e-06,8.2579524345835892e-06
348.0,8.8402393799605357e-06,8.3192552893930962e-06
349.0,9.0071140044044024e-06,8.3829952100577357e-06
350.0,9.1792817751076613e-06,8.4491888377790844e-06
351.0,9.3568859405284753e-06,8.5178536493869248e-06
352.0,9.5400737624831127e-06,8.5890079241606684e-06
353.0,9.7289965769693909e-06,8.6626707103431431e-06
354.0,9.9238098538876861e-06,8.7388617912856367e-06
355.0,1.01246732554739e-05,8.8176016511650497e-06
356.0,1.0331750693250824e-05,8.8989114402162437e-06
357.0,1.0545210383296198e-05,8.9828129394246966e-06
358.0,1.0765224899617829e-05,9.0693285246270079e-06
359.0,1.0991971225417946e-05,9.1584811299689711e-06
360.0,1.1225630802021076e-05,9.2502942106734676e-06
361.0,1.1466389575231713e-05,9.3447917050729267e-06
362.0,1.1714438038880315e-05,9.4419979958637568e-06
363.0,1.1969971275308401e-05,9.5419378705429028e-06
364.0,1.2233188992536122e-05,9.644636480989554e-06
365.0,1.2504295557848424e-05,9.7501193021580877e-06
366.0,1.2783500027528886e-05,9.8584120898514066e-06
367.0,1.3071016172463797e-05,9.9695408375472432e-06
368.0,1.336706249933264e-05,1.0083531732253273e-05
369.0,1.3671862267095444e-05,1.0200411109370659e-05
370.0,1.3985643498481927e-05,1.0320205406549238e-05
371.0,1.4308638986182752e-05,1.0442941116521603e-05
372.0,1.4641086293438762e-05,1.0568644738907277e-05
373.0,1.498322774872063e-05,1.0697342730982513e-05
374.0,1.5335310434188387e-05,1.0829061457415577e-05
375.0,1.5697586167618244e-05,1.0963827138971993e-05
376.0,1.6070311477482878e-05,1.1101665800198861e-05
377.0,1.6453747570870855e-05,1.124260321610235e-05
378.0,1.684816029393163e-05,1.13866648578374e-05
379.0,1.7253820084534087e-05,1.1533875837433951e-05
380.0,1.7671001916829262e-05,1.1684260851589234e-05
381.0,1.8099985237411949e-05,1.183784412456129e-05
382.0,1.8541053892780684e-05,1.1994649350204345e-05
383.0,1.8994496047802336e-05,1.2154699633192451e-05
384.0,1.9460604094894977e-05,1.2318017429483719e-05
385.0,1.9939674553651973e-05,1.248462448608327e-05
386.0,2.0432007960640898e-05,1.2654541780169181e-05
387.0,2.0937908749122803e-05,1.2827789457651748e-05
388.0,2.1457685118451264e-05,1.3004386771242569e-05
389.0,2.1991648892925883e-05,1.3184352018116148e-05
390.0,2.2540115369891857e-05,1.3367702477252928e-05
391.0,2.3103403156895955e-05,1.3554454346558944e-05
392.0,2.3681833997729742e-05,1.3744622679863396e-05
393.0,2.4275732587212929e-05,1.3938221323901749e-05
394.0,2.4885426374593919e-05,1.413526285539792e-05
395.0,2.5511245355470241e-05,1.4335758518365293e-05
396.0,2.6153521852159323e-05,1.4539718161752019e-05
397.0,2.6812590282479424e-05,1.4747150177562034e-05
398.0,2.7488786916931748e-05,1.4958061439588676e-05
399.0,2.8182449624307989e-05,1.5172457242903218e-05
400.0,2.8893917605782112e-05,1.539034124424589e-05
401.0,2.9623531117581987e-05,1.5611715403471774e-05
402.0,3.0371631182374498e-05,1.5836579926208738e-05
403.0,3.1138559289537872e-05,1.6064933207888793e-05
404.0,3.1924657084536116e-05,1.6296771779318318e-05
405.0,3.2730266047653655e-05,1.6532090253956225e-05
406.0,3.3555727162392488e-05,1.6770881277072277e-05
407.0,3.4401380573879727e-05,1.7013135476960689e-05
408.0,3.5267565237680466e-05,1.7258841418386355e-05
409.0,3.6154618559458354e-05,1.7507985558442942e-05
410.0,3.7062876025975731e-05,1.7760552205003321e-05
411.0,3.7992670827974087e-05,1.8016523477943818e-05
412.0,3.8944333475526366e-05,1.8275879273323632e-05
413.0,3.991819140650304e-05,1.8538597230700703e-05
414.0,4.0914568588844852e-05,1.8804652703764055e-05
415.0,4.1933785117386366e-05,1.9074018734461306e-05
416.0,4.2976156806025158e-05,1.9346666030797396e-05
417.0,4.4041994776082127e-05,1.962256294847796e-05
418.0,4.5131605041748709e-05,1.9901675476566945e-05
419.0,4.6245288093565553e-05,2.0183967227323807e-05
420.0,4.7383338480926159e-05,2.0469399430380722e-05
421.0,4.8546044394645416e-05,2.0757930931414246e-05
422.0,4.9733687250678966e-05,2.1049518195459766e-05
423.0,5.0946541276122986e-05,2.1344115315009749e-05
424.0,5.2184873098665666e-05,2.164167402302908e-05
425.0,5.3448941340701752e-05,2.1942143711012116e-05
426.0,5.4738996219358197e-05,2.2245471452197243e-05
427.0,5.6055279153713591e-05,2.2551602030044453e-05
428.0,5.7398022380525528e-05,2.2860477972071391e-05
429.0,5.8767448579808337e-05,2.3172039589131907e-05
430.0,6.0163770511628188e-05,2.3486225020209787e-05
431.0,6.1587190665504047e-05,2.3802970282787838e-05
432.0,6.3037900923819894e-05,2.4122209328839978e-05
433.0,6.4516082240667378e-05,2.4443874106480678e-05
434.0,6.6021904337545885e-05,2.4767894627292442e-05
435.0,6.7555525417353085e-05,2.5094199039338058e-05
436.0,6.9117091898097255e-05,2.5422713705849874e-05
437.0,7.0706738167759079e-05,2.5753363289573804e-05
438.0,7.2324586361720064e-05,2.6086070842730849e-05
439.0,7.3970746164160622e-05,2.6420757902543816e-05
440.0,7.5645314634810879e-05,2.675734459226178e-05
441.0,7.7348376062412417e-05,2.7095749727599753e-05
442.0,7.9080001846219488e-05,2.7435890928495587e-05
443.0,8.0840250406832997e-05,2.777768473607135e-05
444.0,8.2629167127620822e-05,2.8121046734671086e-05
445.0,8.4446784327932257e-05,2.8465891678832658e-05
446.0,8.6293121269265214e-05,2.8812133625036469e-05
447.0,8.8168184195488953e-05,2.9159686068060059e-05
448.0,9.0071966408166381e-05,2.9508462081754041e-05
449.0,9.2004448377955094e-05,2.9858374464041431e-05
450.0,9.3965597892998321e-05,3.0209335885930287e-05
451.0,9.5955370245144438e-05,3.0561259044317282e-05
452.0,9.7973708454756982e-05,3.0914056818349039e-05
453.0,0.00010002054353479723,3.1267642429097411e-05
454.0,0.00010209579479477857,3.1621929602295383e-05
455.0,0.00010419937018510524,3.1976832733871632e-05
456.0,0.00010633116668221952,3.2332267058014125e-05
457.0,0.00010849107071489118,3.2688148817486183e-05
458.0,0.00011067895863188905,3.304439543591309e-05
459.0,0.00011289469721118202,3.3400925691752505e-05
460.0,0.00011513814421072114,3.3757659893658606e-05
461.0,0.00011740914896075921,3.4114520056947538e-05
462.0,0.00011970755299756939,3.4471430080870849e-05
463.0,0.00012203319073832863,3.482831592640354e-05
464.0,0.00012438589019683944,3.5185105794254748e-05
465.0,0.00012676547373966952,3.5541730302812084e-05
466.0,0.00012917175888219954,3.5898122665734016e-05
467.0,0.00013160455912398098,3.6254218868910302e-05
468.0,0.0001340636848227215,3.660995784651688e-05
469.0,0.0001365489441061331,3.6965281655899141e-05
470.0,0.00013906014382080161,3.73201356510266e-05
471.0,0.00014159709051716276,3.7674468654272479e-05
472.0,0.00014415959146960101,3.8028233126282502e-05
473.0,0.00014674745573062592,3.8381385333710453e-05
474.0,0.00014936049521802221,3.8733885514611348e-05
475.0,0.00015199852583381939,3.9085698041298127e-05
476.0,0.00015466136861388239,3.9436791580483819e-05
477.0,0.00015734885090688578,3.9787139250547796e-05
478.0,0.00016006080758140538,4.0136718775782976e-05
479.0,0.00016279708225983662,4.0485512637499483e-05
480.0,0.00016555752857783476,4.083350822188023e-05
481.0,0.00016834201146796393,4.118069796450429e-05
482.0,0.00017115040846624356,4.1527079491475289e-05
483.0,0.00017398261104029038,4.1872655757114267e-05
484.0,0.00017683852593777073,4.2217435178198807e-05
485.0,0.0001797180765539067,4.2561431764753658e-05
486.0,0.00018262120431681179,4.2904665247422112e-05
487.0,0.00018554787008947865,4.3247161201470976e-05
488.0,0.00018849805558729296,4.358895116750735e-05
489.0,0.00019147176481000807,4.3930072769009935e-05
490.0,0.00019446902548718689,4.4270569826802925e-05
491.0,0.00019748989053619499,4.4610492470626333e-05
492.0,0.00020053443953191676,4.4949897247981845e-05
493.0,0.00020360278018746134,4.528884723045958e-05
494.0,0.00020669504984522944,4.5627412117776586e-05
495.0,0.00020981141697782341,4.5965668339784575e-05
496.0,0.00021295208269840241,4.6303699156729534e-05
497.0,0.00021611728228021178,4.6641594758072663e-05
498.0,0.00021930728668514981,4.6979452360207641e-05
499.0,0.00022252240410137607,4.7317376303435245e-05
500.0,0.000225762981490115,4.7655478148582438e-05
501.0,0.00022902940614196111,4.7993876773678541e-05
502.0,0.00023232210724315422,4.8332698471127267e-05
503.0,0.00023564155745246036,4.8672077045838884e-05
504.0,0.0002389882744894651,4.9012153914812703e-05
505.0,0.00024236282273526461,4.9353078208685601e-05
506.0,0.00024576581484672352,4.9695006875788334e-05
507.0,0.00024919791338565492,5.0038104789276964e-05
508.0,0.00025265983246447151,5.0382544857933002e-05
509.0,0.00025615233941005317,5.0728508141251772e-05
510.0,0.00025967625644777764,5.1076183969465099e-05
511.0,0.00026323246240786522,5.1425770069171207e-05
512.0,0.00026682189445639891,5.1777472695271708e-05
513.0,0.00027044554985359041,5.2131506769943574e-05
514.0,0.00027410448774208408,5.248809602940201e-05
515.0,0.0002777998309683033,5.2847473179239359e-05
516.0,0.00028153276794007381,5.320988005915533e-05
517.0,0.00028530455452397806,5.3575567817924164e-05
518.0,0.00028911651598613041,5.3944797099477159e-05
519.0,0.00029297004898029094,5.4317838241012005e-05
520.0,0.00029686662358747621,5.4694971484075153e-05
521.0,0.00030080778541146183,5.5076487199600351e-05
522.0,0.00030479515773481936,5.5462686127924488e-05
523.0,0.0003088304437403748,5.5853879634842757e-05
524.0,0.00031291542880323016,5.6250389984807589e-05
525.0,0.00031705198285874475,5.6652550632421141e-05
526.0,0.00032124206285213491,5.706070653341949e-05
527.0,0.00032548771527561799,5.7475214476397228e-05
528.0,0.00032979107879929507,5.7896443436576279e-05
529.0,0.00033415438700224939,5.8324774952980089e-05
530.0,0.00033857997121061663,5.8760603530437005e-05
531.0,0.0003430702634496782,5.9204337067902511e-05
532.0,0.00034762779951732234,5.9656397314661205e-05
533.0,0.00035225522218652709,6.0117220356045281e-05
534.0,0.00035695528454483209,6.0587257130387831e-05
