# BEAST v1.8.1, r6542
# Generated Fri Jul 03 15:49:00 PDT 2015 [seed=1435963717157]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	H3N2.clock.rate	cluster.clock.rate	cluster.rates1	cluster.rates2	cluster.rates3	cluster.rates4	cluster.rates5	cluster.rates6	cluster.rates7	cluster.rates8	cluster.rates9	cluster.rates10	cluster.rates11	cluster.rates12	cluster.rates13	cluster.rates14	cluster.rates15	cluster.rates16	cluster.rates17	cluster.rates18	cluster.rates19	cluster.rates20	cluster.rates21	cluster.rates22	cluster.rates23	cluster.rates24	cluster.rates25	cluster.rates26	cluster.rates27	cluster.rates28	cluster.indicators1	cluster.indicators2	cluster.indicators3	cluster.indicators4	cluster.indicators5	cluster.indicators6	cluster.indicators7	cluster.indicators8	cluster.indicators9	cluster.indicators10	cluster.indicators11	cluster.indicators12	cluster.indicators13	cluster.indicators14	cluster.indicators15	cluster.indicators16	cluster.indicators17	cluster.indicators18	cluster.indicators19	cluster.indicators20	cluster.indicators21	cluster.indicators22	cluster.indicators23	cluster.indicators24	cluster.indicators25	cluster.indicators26	cluster.indicators27	cluster.indicators28	cluster.nonZeroRates	treeLikelihood	cluster.treeLikelihood	coalescent
3020000	-12155.85803603095	-686.5224578127278	-11469.335578218223	19.501750060979123	5.359337547302539	5.4637373940585645	0.35461111197793516	0.199194027598797	0.19503421012003053	0.25116065030323675	0.0035986388923001686	0.036935470164977294	0.31475315785554164	0.5808087232800438	0.7765304734068582	2.2683140682418617	0.4253342436028416	1.363429058954241	0.16146915201818315	0.12461059612702728	0.03543273053734273	0.010666938162128426	0.4446269134829532	1.655933421285711	1.6088699605337593	0.8994844156220615	0.49808774380355947	0.5627550372798172	0.1627803014101517	0.12790534830193803	0.8724520432596281	0.7556202051599835	0.490056479915941	0.8519593359246365	0.2350806780935583	1.8737123147938006	0.02290200364206787	0.6334661457321897	0.6423081974982183	0.15082519494707952	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	-11363.970530256605	-105.36504796161677	-662.436194608349
3030000	-12149.982029998784	-672.4116188807795	-11477.570411118004	18.828070937016218	4.9877243058117395	4.905826532915071	0.35461111197793516	0.199194027598797	0.19503421012003053	0.25116065030323675	0.003948011154542087	0.041456078433422944	0.1670525603380633	0.9750139243735212	0.11310400267024313	1.2365754935194866	0.08901790376684403	0.407660553964737	0.8454022325179679	0.3485549312276353	2.0219611608681918	0.7162801533568672	0.14077054669411296	0.5658240308436545	0.08165958667926607	0.264715683018136	1.0082183545302528	0.0024098730303971838	1.2778452468883923	0.6310508175117221	0.5020069906455829	1.7125737052350656	0.9205623318831267	1.2252590815184006	0.7908529317911144	0.324517384798661	1.10178290969338	0.48951443234921066	3.559706104763279	2.407158750749035	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	-11368.130400153921	-109.4400109640828	-641.4234206992986
3040000	-12140.074611100523	-694.3248648540177	-11445.749746246505	18.750622842022228	5.7048914737208625	5.720709495970931	0.35461111197793516	0.2013644028895053	0.19503421012003053	0.24899027501252846	0.003689480365899803	0.03644462215947258	0.35255209478443955	0.46592723382628887	1.2903601020780655	0.11808641107428385	2.025884476331995	0.13923674291577245	0.31711967594717183	0.9769580624279753	2.734293340818505	0.6824995482035826	1.596701467113457	0.45882773250268216	3.345777038224073	1.2119890941315017	1.0657185724284994	0.08793431959414486	0.39670079778166806	0.5031354943128559	0.5152595588540599	1.2521711503028297	0.7171682042466961	2.557524977134789	0.15200999844012297	0.9342655311488305	0.39243034200596927	0.9882319650189083	0.294927648619667	0.8697783556542555	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	-11346.851317845369	-98.89842840113634	-662.3862925099183
3050000	-12156.944073905162	-695.6820761078748	-11461.261997797288	19.456389904113824	5.213784304380226	5.651097833414789	0.35183131446698707	0.2013644028895053	0.19503421012003053	0.25177007252347655	0.0036584859978827907	0.049934531537499	0.20505427246384142	0.47746196157764215	0.18367584617903843	1.2273963638818886	0.9051368036714305	0.48644949776867064	2.918780532030416	0.14475339135370516	0.38294273503709925	2.401663001660956	4.86274314766966	1.0067444191053176	1.0427267206126434	0.7133280489787924	0.18994130841379955	0.4782523656966299	2.924068747074046	0.603331412269912	1.6420755371787599	1.8372772594445221	0.9791134812913594	2.434494733942188	0.3133755413114765	0.8258760971361911	0.37835428589281184	1.5877468138553779	1.4260117094706886	0.13706701985212788	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	-11362.604721172933	-98.65727662435488	-653.7742692822178
3060000	-12168.37780063184	-698.3421201169011	-11470.03568051494	19.12085415200482	4.992665778376443	5.539285614454737	0.33511312027220647	0.20899763677583774	0.19503421012003053	0.26085503283192474	0.00381275571729786	0.052795603604244574	0.33212232980480266	0.005122047755020321	0.14233190749712163	0.8189396422946735	0.04692803229728288	0.5997286879559239	0.2418459518805048	0.47893568584457674	0.9817811714724849	0.19101136299369909	0.8727351666622936	2.406818830072919	0.07758668298685015	0.6210560546883285	0.5834131721616835	0.2756382201591133	0.697247308330963	1.3222705861382282	0.8611221228406551	0.149268643909822	0.38117816266219073	0.7626141754570098	0.520929295028824	0.5883357470730975	3.098014292618078	0.30089909041499785	6.978311506227836	1.4114451159031307	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0	-11367.037935320457	-102.99774519448395	-662.6458358655478
3070000	-12188.241722439358	-704.9874031295262	-11483.254319309832	19.373162747276254	5.294560290608573	5.681349779355391	0.3599321286081702	0.20899763677583774	0.18262450431732707	0.24844573029866449	0.003868601680945283	0.04491095473452181	0.39120828835036003	0.3915436544606448	0.06789654135026435	1.8555034614001364	2.3607799353988845	1.4093242779605348	2.6585197316670217	0.7727031715375168	0.021555541564812302	3.0311723838101514	0.13949622393178798	0.722206779167486	2.1858696629323258	0.8686613897666031	0.20326686151235962	0.03677167511310257	3.002560154957078	0.4058384116922914	0.339026287242181	0.9334887909752552	1.0772772884446307	2.665849317241744	1.1599935633493592	0.2076410549301609	2.830281402759593	1.0845632567678003	2.1289979657093867	2.62277400354437	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	-11384.044044937244	-99.21027437258829	-662.0417523830203
3080000	-12172.790715532754	-702.2492878094974	-11470.541427723256	19.035187136864884	5.463892781293393	5.752251495272827	0.3469320488244507	0.20899763677583774	0.18262450431732707	0.261445810082384	0.003701930424871081	0.03493223654648048	1.0568007144808376	0.16176428304938678	0.3461445359655161	2.8916718568545954	0.6712059751223192	0.07024239666773092	3.284330267365022	0.02527581570134896	1.9154319051283968	0.4470289177374932	0.3275234520614954	2.2213279621086746	0.5656508792851396	0.179676719697496	0.43099723312746885	2.5691120802885545	0.3051067115766395	1.132253744154097	1.0933094522832694	1.0110929802363668	1.6537359295461747	1.1891712215469863	1.176006578626788	1.5778476029305326	0.28092281340684244	0.19032187944820317	1.4417228544044192	0.6707197849395081	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	-11360.24796982819	-110.29345789506596	-667.1132401680375
3090000	-12183.433108790961	-709.6531650833331	-11473.779943707628	19.187091495010684	5.5236011571562225	5.257828354891921	0.3446578434485749	0.2041765181432082	0.20371435995945186	0.24745127844876455	0.0036761051517051825	0.056010050522285526	1.07949660020071	0.1590133329018652	0.08479992203212466	1.3407465423066511	0.4189661839365487	0.02243120896941294	0.1227428558373064	0.7562675293293015	0.9898247240320043	2.0043438482090314	0.16301551095427938	0.6534939424509264	0.9312741718320735	0.13009597033661996	0.1537081287707556	2.3481032641772144	0.09537333727367485	1.4056150520145443	2.248621659996393	1.2525186096692797	1.2608632091993028	1.7183360146816808	0.07073010192875753	0.12786116299177336	1.2718070357243445	1.439331097038095	1.1591770685087013	0.5295284914186885	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	-11370.01893633977	-103.76100736785975	-673.245237671853
3100000	-12165.075088705604	-717.506337095248	-11447.568751610355	19.374658652635656	6.0408049148547605	5.638025416224801	0.3446578434485749	0.2041765181432082	0.20598623847555983	0.24517939993265658	0.0035323180095023416	0.053228649739033525	0.04691756599156927	0.6873257047446393	0.4632535176719901	1.4731595779766602	0.5596016075945622	0.3785735102012143	1.432102839832526	0.4779469234041775	0.06504703112637934	0.5525497754344046	0.5814674905883963	0.7596622570037957	1.340131250171895	0.697991134767489	1.398292824685045	0.32793912572621725	0.7168508642668933	1.4489112208454484	0.8870649986843238	1.814460947966243	0.15901734256742414	2.8544454142129263	0.09862006959813233	3.062944779665019	0.8194982372318581	1.9849035701241142	0.25132139924690183	0.23419292247684148	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	10.0	-11350.173572605077	-97.39517900527848	-679.7480494474264
3110000	-12172.347578035371	-703.5516658310331	-11468.795912204338	19.20504149987091	5.820380820760617	5.533832005578867	0.3554360372225077	0.19339832436927537	0.20598623847555983	0.24517939993265658	0.0037354941513540294	0.04700436107460799	0.7467347191463087	0.4656958769550557	0.7577703481908938	1.2121204404310535	1.230431285900555	0.058365999343735854	0.2076536382278365	0.24074750238278894	0.5712547790158236	0.9928687456783681	3.4314216513514766	0.3445600558029732	0.019449029582852502	0.8891805733087896	1.7904290931691271	1.6983320422254051	2.4573365554720743	1.4153990029891361	0.8473353443815352	2.0122859073161248	0.2765256924008805	1.9274048315644823	0.07920117452223478	1.2389426393540055	0.8553466035270296	2.6144916323921907	0.02409719657497961	0.38668530841537063	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	9.0	-11373.847205382608	-94.94870682172964	-665.7506389914844
3120000	-12163.396864244913	-703.2724610194874	-11460.124403225425	19.213001794651856	6.029402699211461	6.109613285798143	0.3554360372225077	0.202330052484524	0.1972797694817368	0.24495414081123099	0.003734147127172165	0.05452308996932099	0.12076180931396664	0.9002586910943624	0.36180795389174447	0.03792162319929824	0.9202131349507724	0.05070315755369443	0.38995460026794576	0.1611222490660282	0.6036367244838834	1.6835650140897742	1.0413296668913186	0.25792226261874024	0.3148080878953285	0.2215439815794591	0.5774020924786624	0.04253639316327457	0.45369621102718954	8.128827111124924	0.5082539688141511	0.7173166478353662	1.42811851982589	1.6200700511623736	1.656056710098804	0.3270201953693124	0.524461609325282	0.6384318814695294	0.058396411181245084	0.09264617126913421	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	-11363.066908472852	-97.05749475257242	-669.5296000868473
3130000	-12180.096070100883	-714.4337239382946	-11465.662346162588	19.196057202126934	6.036087298381552	6.118582644624026	0.34153662041231325	0.21622946929471845	0.1972797694817368	0.24495414081123099	0.0033468503700447285	0.04962678161211958	0.5697357902697012	1.4097383619312842	1.5626462303793098	0.8306128674865109	1.4372950008003471	0.7279336635020661	3.713559422674742	0.17226990064239725	1.2939932366820917	1.843876269694288	0.0719478547128059	0.3337294820186123	0.2656643658079002	0.3938173354374792	0.16966513881949338	0.8224093446552894	1.27247747125022	0.484185754713176	1.1893327287081348	0.5606978963120255	0.5702842509824377	2.3753510644400384	0.1426921941752112	1.0862340997856703	0.7348258639889861	0.6615436708880389	3.6077503139504605	0.20816724851462107	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	-11365.88309298152	-99.77925318106881	-677.1508458685179
3140000	-12186.565580920207	-702.4545116367271	-11484.11106928348	19.350106067273725	5.712773544054702	6.052215014653033	0.34213443166604374	0.21622946929471845	0.20247650211068524	0.2391595969285521	0.003756553107077885	0.05644839724142925	0.3061094501686498	0.2882176701681207	0.15207033676390572	0.06293382119561708	0.20626624241220798	0.4331253021027745	0.2742521177290144	0.6370946277023344	0.4574535269684187	1.0760540739404458	0.3079937299172907	0.8171936100413497	0.5328312079044576	0.6937509644851527	0.06141396738536724	0.588076554888174	0.04880005505945455	0.16752321000205153	0.8396690123959789	3.4480661964430293	1.6180895107299003	1.594043658978145	0.06460827856465245	0.1526986598494283	0.04925970387928051	3.1354397793834665	1.4756522759733648	0.04550855046589233	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0	-11381.607692899333	-102.50337638414686	-668.46050060072
3150000	-12160.805240056612	-693.0243347576935	-11467.780905298918	19.258981508846016	5.5185178382549545	6.138238059126812	0.35394168165756534	0.20818166629955354	0.19621244011287822	0.24166421193000237	0.0038866978720765097	0.04175405919681294	0.4585981565052899	1.5263326625368707	1.98127538157486	0.825091452264134	0.21324638445973426	0.06137735234339531	0.07008228996172475	0.4020621425904733	4.224226087639464	1.2199376836709637	0.15224413123786712	0.8424699835644421	1.2306721751626253	0.3841972083059997	5.514837133169863	1.1855795128873827	0.05297889851193394	3.2389850086470395	0.7953586188275727	1.1176833612451154	0.6319474699699663	1.6275120107249408	2.381228290306418	2.500080827238885	0.28887988510194096	1.1046484013748032	0.05126521059113174	0.22420399249315087	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	-11360.139623552523	-107.64128174639475	-652.4026406849871
3160000	-12173.558685235092	-690.1037553296017	-11483.45492990549	19.464094472865835	4.860386427483828	5.611811345412925	0.35394168165756534	0.20818166629955354	0.19802275629115976	0.23985389575172084	0.003947022433244772	0.06159506469575555	0.15214243492148422	1.7847741803145523	2.7632593400187173	1.8605099639425744	0.05281653578664879	0.15148277002267352	0.6548486501600167	0.39929522114017907	0.8634299694134138	0.2946397822404202	0.4122908620618415	0.15651405608639898	0.016713383891256768	0.6015733981017073	4.190418669132434	3.10656886545525	2.1656159819284695	0.30940205219948996	0.406137024755693	1.078023980366863	0.34540721847295514	1.9740036651664503	4.1767022318673765	0.7312600663447087	0.6155372894666515	1.3062595430190425	0.875352377625257	0.30311551364979256	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	-11380.774316791129	-102.68061311436269	-646.8950162906391
3170000	-12160.066621356622	-679.6858585494408	-11480.38076280718	18.813368600833726	5.406378989911999	6.308826736800813	0.35372238954627344	0.20818166629955354	0.1903956845869664	0.24770025956720607	0.0037024438527565795	0.03339124502889615	0.41808682767917815	0.43689949100792386	0.6414938692392629	2.0719069692274377	0.5753332846468185	0.5328440586643184	1.062078206637959	0.4532940733263347	0.9802046556287621	0.3086338050650129	1.0981523937343467	3.3479898814508173	0.7765266993541927	0.8063711666668765	1.0726891546631878	4.905538443585447	1.5542697962209941	0.45729350861411344	0.40236404039826656	1.3680360853292386	1.3444458486511208	1.1822920355190008	0.34971757578785806	0.4775245878933707	1.375906907075653	0.3029086631138947	1.1882350892692986	1.5091038441842528	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	9.0	-11373.407077428385	-106.97368537879642	-643.0087308235888
3180000	-12166.470064676876	-702.8028928592537	-11463.667171817622	19.23160531500731	5.326221518328966	6.282737697539879	0.34529306458741577	0.2166109912584112	0.1903956845869664	0.24770025956720607	0.003748234459636543	0.059888340339782443	0.5502445662042267	6.3294600916925265	0.20044303538868385	1.5915161722011095	1.3348147544668125	0.9923083385469288	0.8965982319776773	0.2579745074775719	1.273962685710846	0.35392342076912225	2.1178165342412867	4.451384512233606	1.5982318326312512	1.2799164719189746	3.340284846111584	0.06287590367135486	2.559513411046639	1.8955373576105583	0.9812612086945492	1.0948084377665415	0.9620298163808371	2.9154767532222925	0.5666787808222662	2.859020349026907	0.3202982577604582	2.115723559691747	0.20170514309718943	0.8224427718638915	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	-11364.928941725402	-98.73823009221962	-648.5693599924647
3190000	-12176.787605292802	-712.9401223128028	-11463.84748298	19.283656763891177	6.025475993176072	5.157262694535894	0.35367002293898336	0.2082340329068436	0.1943971492419294	0.24369879491224306	0.003804804309006389	0.057953097710564117	0.7565943456536395	0.3886622444903216	2.0868205905516466	0.620044037259596	1.3395436447945182	0.2685483365349416	0.04834222846247764	0.5360389421306916	1.124040469528283	0.28242187712388694	3.2629073704474765	0.367712357504108	0.3179882318368044	0.7659648714231537	0.4219043081375981	2.691267613720048	0.18135831875517358	3.3083447261855494	0.5843326482852844	0.4190410412156991	3.069637592547735	2.045206239714686	0.13796965475442952	2.417957980145732	1.1796819728261925	0.7887234794275351	0.9222059773312767	0.19732892758780957	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	11.0	-11359.944137181372	-103.90334579862771	-667.8826079165219
3200000	-12193.494090067123	-713.4412872222698	-11480.052802844853	19.253103363330954	5.907170064998821	5.570563755996488	0.3280020988994337	0.20446703743428804	0.20233551459563973	0.2651953490706379	0.0036200789254127778	0.03692296354932789	1.0192996135198904	0.6991693563831569	1.1640796530680277	0.2685705499900343	0.17647307410300261	0.2727030721802108	0.29488000166362954	1.6375055165703047	0.28850407453365196	0.8652996667378652	1.2720511022112877	2.7402286750189164	0.3553874912036406	0.5814190023644745	2.4329006821519306	2.2856679798003556	0.002033658010706336	0.9858376424712537	3.7893144595902712	1.4833569804513496	1.8886948348646526	3.351538388974131	1.6304643715330196	3.9344158840294936	0.2512196905983908	0.2832750582064817	1.9487935984313083	0.007555040066916887	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	-11372.150788132321	-107.90201471253262	-671.8025162857919
3210000	-12192.45351296427	-706.1527779048577	-11486.300735059413	19.5679660116138	5.661404793190605	6.203462057213605	0.3445096607248075	0.20446703743428804	0.19883032980243212	0.25219297203847174	0.0037992746131274764	0.051805011312515026	0.18075436625101418	1.3822439754700113	0.22465062214392614	1.0819904363138286	0.46421072984696865	0.5944958362078188	0.4094691863302224	0.6726532272989709	0.6445620123302389	2.248617306113588	0.8003955837406448	1.9136490551649477	0.24208535163892275	1.0497068322880867	1.2733364736173198	1.5705348732655813	1.581279307945378	0.17525843842585356	0.8162878953669446	0.43707810937907027	1.650229578144069	0.8717594616899403	1.804920541295472	1.4746409645933996	2.001122073482429	0.1621451139501218	0.042388312011689154	0.04131774075750157	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	10.0	-11382.449517924257	-103.85121713515522	-668.5277139024247
3220000	-12187.622268930052	-704.0223291672049	-11483.599939762847	18.844230715209136	5.360357082085012	5.968987514471245	0.3445096607248075	0.20245802263322435	0.2050761024798945	0.24795621416207306	0.0035010805233733925	0.05419645374125101	0.8187834953995413	1.3647707018353203	1.363646298424302	1.6243288577685886	0.41488010332261915	0.004855546869112646	0.2536633753826525	0.5871145688596306	0.5469952314343824	3.02503249319188	0.2726796274881796	0.6345764020079222	0.14495949198779756	0.9155270570798142	0.06597188508631505	2.1055587654984946	0.3029932335393773	0.8006363894665433	1.1248328200413507	0.6009752984639781	1.7520361504692925	1.7009637355710483	2.7014429285012116	0.9066712909062412	2.09030238847888	1.0036089231753336	2.0053803734122746	0.8896817791067713	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0	-11384.9917916222	-98.60814814064717	-663.4792187600941
3230000	-12166.349392962813	-705.664997997058	-11460.684394965754	19.153687881024826	6.153210425629879	5.4249482021121	0.3445096607248075	0.20603141900771482	0.2050761024798945	0.24438281778758258	0.0038468092381695575	0.04144661278105909	1.1403420595390783	2.719152522244089	1.0549347941520424	8.017760602772535	0.8647031000669887	0.4821846291416359	1.1012637728532746	0.44306236309948377	1.4728570366128317	0.16209406563659637	0.774444810938941	1.84066585175913	0.1543257154122766	0.6360283064179858	0.5427485814187984	0.0025196347894260113	0.3333012133836602	0.2540517670841936	0.7285172859539096	0.48115142415732887	0.8311969241722206	2.1491827909783257	0.9856101524416936	0.12677172079896148	3.597638601102695	0.5072352337524364	1.1121827066229175	0.3592795100866979	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	-11358.455454884039	-102.22894008171515	-666.0426136393788
3240000	-12170.438334587161	-698.2820832089166	-11472.156251378245	20.104527267888283	5.434691216951582	5.239931563596173	0.3485329749483911	0.20086238787524838	0.2050761024798945	0.24552853469646538	0.003696561713156331	0.03350305532721295	1.001936068117079	3.853553653635127	0.6763491317872609	0.17370983512397367	1.929936579816241	1.3859061799921646	3.1356459609763587	0.5163556356802043	2.000895532711389	0.3551101266364279	0.32579091742821986	0.47657944657772056	0.083451913580987	1.2523752186849564	0.3402862938377661	0.47806704507057174	0.289806712525083	0.7211777074839156	1.3953859483270588	0.8505722965561667	1.7087864924114136	1.041549970412512	0.16536841403630564	0.6892315451653283	3.224054230609737	0.5673102348720435	1.5060943328078455	0.16413845051830683	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	-11367.406462947563	-104.74978843068155	-662.1361372794829
3250000	-12166.223301230499	-710.3723460893655	-11455.850955141133	19.206296489561105	6.1645699039055595	6.072876419828348	0.33727320519396253	0.21130850866179118	0.20588975144778024	0.24552853469646538	0.003812953818945711	0.06864351754144365	0.4312571181648325	2.0050795098329783	1.2372315528390723	0.9409682337752573	1.6608705805002872	0.6046673067692346	0.575673596621797	1.3214587944000018	0.16804266735867923	1.342907551429486	0.26054328939532945	2.2799592082533797	0.530160493017079	0.850057338272279	2.15266669407496	0.4738486875954558	0.8097764159107369	1.291729035094631	0.8156719643920292	1.5974649406369605	0.3898873912921366	1.8417491604436247	0.6077124305964996	1.9551534670611042	0.4813232737501954	0.23121752091088008	1.071024200783659	0.296540223486487	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0	-11360.766109079046	-95.08484606208789	-668.2838207105859
3260000	-12204.690486181704	-726.8217797969487	-11477.868706384756	18.76356924798114	6.217661916597112	5.936051853663866	0.33727320519396253	0.21130850866179118	0.1984472903071667	0.2529709958370789	0.0033512658489159	0.049566110233008595	0.8773471727910733	0.051849030526574344	3.7879881464299787	0.8616657125520215	2.10494749551991	1.5668222950170845	0.9544434968452155	1.411617045219717	0.5453927386197364	1.5098036365471528	0.017017829299843284	0.31991476180239553	0.17013047250305582	0.5338390879158863	1.4427010296492466	0.5316051237504296	0.5912541626788577	0.78870268172191	2.1874689390125175	4.326703709150654	2.3361040285837293	3.7392617160408546	2.566847251862764	0.33003289942347863	0.8004605001971282	0.3273903982275051	1.3876930594800203	0.5572962602852709	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	-11376.962258678695	-100.90644770606086	-678.9724197969615
3270000	-12159.307110203694	-702.3984414137266	-11456.908668789967	18.931783153459126	5.455007033668209	5.266403232982078	0.33727320519396253	0.20183470034093506	0.1984472903071667	0.26244480415793503	0.0034657541975076345	0.0438401420033726	1.2596770741268926	0.16886837312540057	0.19266478995363168	0.16395707630609035	1.6959286485026452	1.1579216570035982	1.754038206222415	0.46423825960325144	0.4125598883716669	0.045720549640033824	0.0869431031497804	0.5657051828634184	1.2671267978769074	0.7164981646443722	0.1512621603206823	0.0448122031467592	0.1070042951873009	0.7623983939577105	1.2906695397521943	0.8481922207028099	0.6211224924446616	1.602875498070127	1.3198706893489487	0.793671460068858	0.12464481424933434	0.025406709236777902	0.04631709435859312	0.6535248529133683	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0	-11358.219983626263	-98.68868516370547	-675.8307998394738
